CustomerID,Customer Name,Customer Address,Gender,Annual Income,Phone
Ada1/536AlbionStMale4400006487488,Ada,1/536 Albion St,Male,440000,6487488
Aisha196MelvilleRdMale8160007381472,Aisha,196 Melville Rd,Male,816000,7381472
Aiza481AlbionStMale15850008906108,Aiza,481 Albion St,Male,1585000,8906108
Aleena16BakersPdeMale9700006440669,Aleena,16 Bakers Pde,Male,970000,6440669
Alexa5/82HopetounAvFemale4900008103359,Alexa,5/82 Hopetoun Av,Female,490000,8103359
Alexandra19aElizabethStMale8510007537592,Alexandra,19a Elizabeth St,Male,851000,7537592
Alice42RobertStMale13000008815323,Alice,42 Robert St,Male,1300000,8815323
Alina92SwanstonStMale11100006433490,Alina,92 Swanston St,Male,1110000,6433490
Alisha25WilliamStMale12350006331868,Alisha,25 William St,Male,1235000,6331868
Aliyah1/16CarrathoolStFemale9300008220068,Aliyah,1/16 Carrathool St,Female,930000,8220068
Allison28RockleaRdMale15050006960544,Allison,28 Rocklea Rd,Male,1505000,6960544
Alyssa1/119WillowBndFemale7900008822962,Alyssa,1/119 Willow Bnd,Female,790000,8822962
Amanda4AlbanyPlMale13030008743725,Amanda,4 Albany Pl,Male,1303000,8743725
Amber4GreenhillCtMale13360007427078,Amber,4 Greenhill Ct,Male,1336000,7427078
Amelia130ManninghamRdMale8800007524486,Amelia,130 Manningham Rd,Male,880000,7524486
Amy40RiverviewTceMale9800008798675,Amy,40 Riverview Tce,Male,980000,8798675
Angel6aTobrukStMale9750007863453,Angel,6a Tobruk St,Male,975000,7863453
Angela5FullerStMale11270006199034,Angela,5 Fuller St,Male,1127000,6199034
Angelina13MontgomeryPlMale9900008725275,Angelina,13 Montgomery Pl,Male,990000,8725275
Angie10TanamiCtMale14010006211824,Angie,10 Tanami Ct,Male,1401000,6211824
Anika61BarakStMale135008086310,Anika,61 Barak St,Male,13500,8086310
Anna28DaleStMale13400008929721,Anna,28 Dale St,Male,1340000,8929721
Annabelle57aEstelleStMale135008952973,Annabelle,57a Estelle St,Male,13500,8952973
Annie206ManninghamRdMale12250008901698,Annie,206 Manningham Rd,Male,1225000,8901698
Aria9AlbanyPlMale14900006015260,Aria,9 Albany Pl,Male,1490000,6015260
Ariana24KimberleyWyFemale13800007170509,Ariana,24 Kimberley Wy,Female,1380000,7170509
Arianna3MaringaStMale135007177092,Arianna,3 Maringa St,Male,13500,7177092
Arya10aElizabethStMale12500007592105,Arya,10a Elizabeth St,Male,1250000,7592105
Ashley49FurneauxGrMale10020006314951,Ashley,49 Furneaux Gr,Male,1002000,6314951
Audrey15MillicentAvFemale9500006604388,Audrey,15 Millicent Av,Female,950000,6604388
Ava2/10RonaldAvFemale8360006021695,Ava,2/10 Ronald Av,Female,836000,6021695
Ayesha47SheahansRdMale12600007227280,Ayesha,47 Sheahans Rd,Male,1260000,7227280
Bella38BalwynRdMale9050006751711,Bella,38 Balwyn Rd,Male,905000,6751711
Bonnie11CarrathoolStMale14000008657837,Bonnie,11 Carrathool St,Male,1400000,8657837
Brianna16ChateauRiFemale15500006577781,Brianna,16 Chateau Ri,Female,1550000,6577781
Catherine135ManninghamRdMale10850007335509,Catherine,135 Manningham Rd,Male,1085000,7335509
Cecilia24RobertStMale13000006010485,Cecilia,24 Robert St,Male,1300000,6010485
Charlotte30aWarringalStFemale12400007288462,Charlotte,30a Warringal St,Female,1240000,7288462
Chloe1/15EstelleStMale7870007680703,Chloe,1/15 Estelle St,Male,787000,7680703
Christina19WarringalStMale12800007957806,Christina,19 Warringal St,Male,1280000,7957806
Christine13MarjorieClMale135008311604,Christine,13 Marjorie Cl,Male,13500,8311604
Christy4ChateauRiFemale19000008003906,Christy,4 Chateau Ri,Female,1900000,8003906
Cindy14KandangaGrMale10750007155872,Cindy,14 Kandanga Gr,Male,1075000,7155872
Claire8aRonaldAvFemale11000008207462,Claire,8a Ronald Av,Female,1100000,8207462
Cynthia153ThompsonsRdMale8900008171920,Cynthia,153 Thompsons Rd,Male,890000,8171920
Daisy31NirvanaCrFemale9750006451540,Daisy,31 Nirvana Cr,Female,975000,6451540
Eileen23BourkeStMale13020006735639,Eileen,23 Bourke St,Male,1302000,6735639
Elaine8VeraStMale10500008321328,Elaine,8 Vera St,Male,1050000,8321328
Elena7YarraleenPlMale135006218544,Elena,7 Yarraleen Pl,Male,13500,6218544
Elina7RonaldAvFemale12980007288689,Elina,7 Ronald Av,Female,1298000,7288689
Elizabeth71SummitDrMale10000008261735,Elizabeth,71 Summit Dr,Male,1000000,8261735
Ella10HeleneStMale135008424790,Ella,10 Helene St,Male,13500,8424790
Emily7KampmanStMale13000006654908,Emily,7 Kampman St,Male,1300000,6654908
Emma63ThompsonsRdMale12500006300895,Emma,63 Thompsons Rd,Male,1250000,6300895
Erica28KennethStMale9760008713322,Erica,28 Kenneth St,Male,976000,8713322
Erika15RiverviewTceMale9800006631545,Erika,15 Riverview Tce,Male,980000,6631545
Erin37ApexCrFemale11200006985406,Erin,37 Apex Cr,Female,1120000,6985406
Eshal1/7WestwoodDrMale8125006779462,Eshal,1/7 Westwood Dr,Male,812500,6779462
Eva22NirvanaCrFemale12800006638491,Eva,22 Nirvana Cr,Female,1280000,6638491
Evelyn14CollinsStMale9900008331315,Evelyn,14 Collins St,Male,990000,8331315
Fatima38LatrobeStFemale11500008460004,Fatima,38 Latrobe St,Female,1150000,8460004
Fiona18VistaStMale135007848216,Fiona,18 Vista St,Male,13500,7848216
Gianna24AlisonAvFemale10600006453205,Gianna,24 Alison Av,Female,1060000,6453205
Grace4GraemeCtMale12440006318515,Grace,4 Graeme Ct,Male,1244000,6318515
Hailey19BarakStMale11000006003349,Hailey,19 Barak St,Male,1100000,6003349
Hannah13BirrarrungCtMale14750008829571,Hannah,13 Birrarrung Ct,Male,1475000,8829571
Helen42GisborneStMale11400006611006,Helen,42 Gisborne St,Male,1140000,6611006
Irene43HeleneStMale8330006235259,Irene,43 Helene St,Male,833000,6235259
Iris10NevadaRtFemale16000006742364,Iris,10 Nevada Rt,Female,1600000,6742364
Isabel28FlindersStMale9030007961964,Isabel,28 Flinders St,Male,903000,7961964
Isabella47AlfredaAvFemale135006304641,Isabella,47 Alfreda Av,Female,13500,6304641
Isabelle2/6EnglandStFemale9050007020820,Isabelle,2/6 England St,Female,905000,7020820
Ivy8aHeleneStFemale11250006119265,Ivy,8a Helene St,Female,1125000,6119265
Janice15MoresbyAvFemale12500007099948,Janice,15 Moresby Av,Female,1250000,7099948
Jannat1FullerStMale13510006888737,Jannat,1 Fuller St,Male,1351000,6888737
Jasmine13HillsideRdMale10600006926201,Jasmine,13 Hillside Rd,Male,1060000,6926201
Jennifer17KathleenGrMale10630008797141,Jennifer,17 Kathleen Gr,Male,1063000,8797141
Jenny26CarrathoolStMale135008029175,Jenny,26 Carrathool St,Male,13500,8029175
Jessica3/10RonaldAvFemale8500008790498,Jessica,3/10 Ronald Av,Female,850000,8790498
Jessie15LoudonRdMale15900008900073,Jessie,15 Loudon Rd,Male,1590000,8900073
Jia4BennettStMale13900008765651,Jia,4 Bennett St,Male,1390000,8765651
Joanna6ElgarRdMale135007084649,Joanna,6 Elgar Rd,Male,13500,7084649
Jocelyn2HighburyRdMale135007372074,Jocelyn,2 Highbury Rd,Male,13500,7372074
Joy7KeoghStMale13000007327115,Joy,7 Keogh St,Male,1300000,7327115
Joyce35McCubbinStMale18900008346542,Joyce,35 McCubbin St,Male,1890000,8346542
Julia2/32McIntyreStMale10225008891219,Julia,2/32 McIntyre St,Male,1022500,8891219
Kaitlyn1WebbStMale12500007270183,Kaitlyn,1 Webb St,Male,1250000,7270183
Karen163HighburyRdMale11510007263102,Karen,163 Highbury Rd,Male,1151000,7263102
Kate30StationStMale17550006722874,Kate,30 Station St,Male,1755000,6722874
Katelyn45BarnesAvFemale15050006409861,Katelyn,45 Barnes Av,Female,1505000,6409861
Katherine34BeddowsStMale135008063626,Katherine,34 Beddows St,Male,13500,8063626
Katie20GilmourStMale135006041864,Katie,20 Gilmour St,Male,13500,6041864
Kayla49MortonRdMale135007838785,Kayla,49 Morton Rd,Male,13500,7838785
Kaylee39SixthAvFemale9350008180361,Kaylee,39 Sixth Av,Female,935000,8180361
Kelly1/109StationStMale6860008406177,Kelly,1/109 Station St,Male,686000,8406177
Khloe7WaratahAvFemale14000007598028,Khloe,7 Waratah Av,Female,1400000,7598028
Kylie2/2AylwinAvFemale6040006888766,Kylie,2/2 Aylwin Av,Female,604000,6888766
Lauren2ElgarRdMale13000007739514,Lauren,2 Elgar Rd,Male,1300000,7739514
Leah1LeopoldStMale135007179751,Leah,1 Leopold St,Male,13500,7179751
Leela48StationStMale11600008699126,Leela,48 Station St,Male,1160000,8699126
Lillian2AlderStMale135006385155,Lillian,2 Alder St,Male,13500,6385155
Lily5ChurchStMale135007815085,Lily,5 Church St,Male,13500,7815085
Madison2/4FarleighAvFemale135007824336,Madison,2/4 Farleigh Av,Female,13500,7824336
Maggie7WattlebirdCtMale20000006529672,Maggie,7 Wattlebird Ct,Male,2000000,6529672
Mandy1/9BronteAvFemale6010006052815,Mandy,1/9 Bronte Av,Female,601000,6052815
Maryam1/14CorriganStMale7900006678536,Maryam,1/14 Corrigan St,Male,790000,6678536
Maya24PattersonAvFemale135008567023,Maya,24 Patterson Av,Female,13500,8567023
Megan30WaratahAvFemale9300008379819,Megan,30 Waratah Av,Female,930000,8379819
Melody36CummingStFemale135007237207,Melody,36 Cumming St,Female,13500,7237207
Mia25GreenwoodStMale16820008062632,Mia,25 Greenwood St,Male,1682000,8062632
Michelle14/1ConservatoryDrMale6250007360010,Michelle,14/1 Conservatory Dr,Male,625000,7360010
Mila2/22ScottGrMale7800006241591,Mila,2/22 Scott Gr,Male,780000,6241591
Mina2BennettStMale13420007383433,Mina,2 Bennett St,Male,1342000,7383433
Natalie29ClanbraeAvFemale13810006263742,Natalie,29 Clanbrae Av,Female,1381000,6263742
Nicole1/9FarleighAvFemale135007909884,Nicole,1/9 Farleigh Av,Female,13500,7909884
Nina12HavelockStMale17828007516796,Nina,12 Havelock St,Male,1782800,7516796
Olivia3/14HavelockStFemale9560008754691,Olivia,3/14 Havelock St,Female,956000,8754691
Phoebe3PeacockStMale14680007808497,Phoebe,3 Peacock St,Male,1468000,7808497
Queenie28FarleighAvFemale135006517721,Queenie,28 Farleigh Av,Female,13500,6517721
Rachel1/10McComasGrMale6500008511063,Rachel,1/10 McComas Gr,Male,650000,8511063
Raina8McCubbinStMale135007911428,Raina,8 McCubbin St,Male,13500,7911428
Rebecca19WallaceRdMale135006850793,Rebecca,19 Wallace Rd,Male,13500,6850793
Renee1/34CummingStMale10600006659801,Renee,1/34 Cumming St,Male,1060000,6659801
Sabrina14WridgwayAvFemale17650008377110,Sabrina,14 Wridgway Av,Female,1765000,8377110
Samantha33BrockhoffDrMale12550008266260,Samantha,33 Brockhoff Dr,Male,1255000,8266260
Sara9IanGrMale135006994930,Sara,9 Ian Gr,Male,13500,6994930
Sarah229HighburyRdMale9000008990430,Sarah,229 Highbury Rd,Male,900000,8990430
Selena2aIrisStMale6330006585255,Selena,2a Iris St,Male,633000,6585255
Selina5KeoghStMale10705007193073,Selina,5 Keogh St,Male,1070500,7193073
Serena22AndrewsStMale11750006683458,Serena,22 Andrews St,Male,1175000,6683458
Sharon24WallaceRdMale15210007575053,Sharon,24 Wallace Rd,Male,1521000,7575053
Shirley38GillardStMale135006662159,Shirley,38 Gillard St,Male,13500,6662159
Sofia4IanGrMale135006255580,Sofia,4 Ian Gr,Male,13500,6255580
Sophia29MeldanStMale13500006676888,Sophia,29 Meldan St,Male,1350000,6676888
Sophie2/14FultonCrFemale135007695021,Sophie,2/14 Fulton Cr,Female,13500,7695021
Stella11AlderStFemale135008380173,Stella,11 Alder St,Female,13500,8380173
Stephanie1/392BurwoodHwyMale7520006028530,Stephanie,1/392 Burwood Hwy,Male,752000,6028530
Syeda1/46GillardStMale5700008313953,Syeda,1/46 Gillard St,Male,570000,8313953
Tanisha10HastingsStMale14600008262870,Tanisha,10 Hastings St,Male,1460000,8262870
Tenzin2/3HavelockStMale7450006721619,Tenzin,2/3 Havelock St,Male,745000,6721619
Tiffany42aHighburyRdFemale7570008097417,Tiffany,42a Highbury Rd,Female,757000,8097417
Tina29IrisStMale135007622176,Tina,29 Iris St,Male,13500,7622176
Vanessa4IrisStMale21500008953906,Vanessa,4 Iris St,Male,2150000,8953906
Vicky8/33McIntyreStMale7460007197172,Vicky,8/33 McIntyre St,Male,746000,7197172
Victoria23MonicaStMale9900008661977,Victoria,23 Monica St,Male,990000,8661977
Vivian73MuyanCctMale135006362464,Vivian,73 Muyan Cct,Male,13500,6362464
Wendy19PuertaStMale15400008069501,Wendy,19 Puerta St,Male,1540000,8069501
Winnie1/24EdwardsStMale11450006442150,Winnie,1/24 Edwards St,Male,1145000,6442150
Xin38GillardStMale14100008698174,Xin,38 Gillard St,Male,1410000,8698174
Yu23IrisStMale135006482082,Yu,23 Iris St,Male,13500,6482082
Zahra3/17SunhillAvFemale9020006286958,Zahra,3/17 Sunhill Av,Female,902000,6286958
Zainab28CypressAvFemale135008232144,Zainab,28 Cypress Av,Female,13500,8232144
Zara4aGracehillAvFemale6000007955156,Zara,4a Gracehill Av,Female,600000,7955156
Zoe1/11GreenwoodStFemale135007708951,Zoe,1/11 Greenwood St,Female,13500,7708951
Aaliyah16InvernessAvFemale10200006790639,Aaliyah,16 Inverness Av,Female,1020000,6790639
Abigail2/17MontpellierRdMale6400006845551,Abigail,2/17 Montpellier Rd,Male,640000,6845551
Addison1/16MortonRdFemale10000506575049,Addison,1/16 Morton Rd,Female,1000050,6575049
Aicha2/16MortonRdFemale10000507437358,Aicha,2/16 Morton Rd,Female,1000050,7437358
Aisha18MurrayDrMale18000007194898,Aisha,18 Murray Dr,Male,1800000,7194898
Aissatou8PescottClMale12700006928999,Aissatou,8 Pescott Cl,Male,1270000,6928999
Alana16WebbStMale135007337037,Alana,16 Webb St,Male,13500,7337037
Alexis19CooksonWyFemale135007903735,Alexis,19 Cookson Wy,Female,13500,7903735
Alicia23CromwellStMale135008761625,Alicia,23 Cromwell St,Male,13500,8761625
Aliyah363BurwoodHwyFemale18000006798231,Aliyah,363 Burwood Hwy,Female,1800000,6798231
Alyssa55ParerStMale9000008410271,Alyssa,55 Parer St,Male,900000,8410271
Amanda2FarleighAvFemale15600008077424,Amanda,2 Farleigh Av,Female,1560000,8077424
Amani1/35HaigStFemale15000008859770,Amani,1/35 Haig St,Female,1500000,8859770
Amaya50HarrisonAvFemale12350008228505,Amaya,50 Harrison Av,Female,1235000,8228505
Amber2/383WarrigalRdFemale5850007127795,Amber,2/383 Warrigal Rd,Female,585000,7127795
Amelia19ArdenneClFemale7500007129535,Amelia,19 Ardenne Cl,Female,750000,7129535
Amina18BrockhoffDrMale12500006679194,Amina,18 Brockhoff Dr,Male,1250000,6679194
Aminata33CooksonWyFemale135008254095,Aminata,33 Cookson Wy,Female,13500,8254095
Amira26InvernessAvFemale11160008956625,Amira,26 Inverness Av,Female,1116000,8956625
Amirah3/37SixthAvFemale5800007333477,Amirah,3/37 Sixth Av,Female,580000,7333477
Amiyah35BarnesAvFemale135007566682,Amiyah,35 Barnes Av,Female,13500,7566682
Anaya2/35HaigStFemale11650006470625,Anaya,2/35 Haig St,Female,1165000,6470625
Angel15WarrenStMale135006994225,Angel,15 Warren St,Male,13500,6994225
Angelina6AlimarCtMale14100008230791,Angelina,6 Alimar Ct,Male,1410000,8230791
Aniya3/14McCubbinStMale135008764628,Aniya,3/14 McCubbin St,Male,13500,8764628
Aniyah1/26PeacockStMale11000008429909,Aniyah,1/26 Peacock St,Male,1100000,8429909
Aria1/7StationStFemale8800006680550,Aria,1/7 Station St,Female,880000,6680550
Ariana1/28WaratahAvFemale135007980696,Ariana,1/28 Waratah Av,Female,13500,7980696
Arianna37FultonCrFemale14950007378049,Arianna,37 Fulton Cr,Female,1495000,7378049
Ariel2OctaviaCtMale14850006248662,Ariel,2 Octavia Ct,Male,1485000,6248662
Arielle16RenownStMale20680006677512,Arielle,16 Renown St,Male,2068000,6677512
Ashley445WarrigalRdFemale19600007130866,Ashley,445 Warrigal Rd,Female,1960000,7130866
Aubrey10GooldStMale10000008790844,Aubrey,10 Goold St,Male,1000000,8790844
Autumn1/54McIntyreStMale8000008004383,Autumn,1/54 McIntyre St,Male,800000,8004383
Ava3/124HighburyRdMale7020007533757,Ava,3/124 Highbury Rd,Male,702000,7533757
Brianna26WaratahAvFemale135006955417,Brianna,26 Waratah Av,Female,13500,6955417
Brielle28BrinsleyRdMale26500006037997,Brielle,28 Brinsley Rd,Male,2650000,6037997
Brooke2/1GlenIrisRdMale16150008721914,Brooke,2/1 Glen Iris Rd,Male,1615000,8721914
Camille6KalangRdMale135006764395,Camille,6 Kalang Rd,Male,13500,6764395
Chelsea1288ToorakRdMale32250006538287,Chelsea,1288 Toorak Rd,Male,3225000,6538287
Cheyenne1/19AlmaRdMale135008328985,Cheyenne,1/19 Alma Rd,Male,13500,8328985
Chloe1/806BurkeRdMale10170006548731,Chloe,1/806 Burke Rd,Male,1017000,6548731
Christina4/2CallanishRdMale7290008042037,Christina,4/2 Callanish Rd,Male,729000,8042037
Dakota49ChristowelStMale26000008110106,Dakota,49 Christowel St,Male,2600000,8110106
Danielle45FairviewAvFemale135007952483,Danielle,45 Fairview Av,Female,13500,7952483
Destiny1/21GlencairnAvFemale135006885171,Destiny,1/21 Glencairn Av,Female,13500,6885171
Dylan19KingStMale135006030244,Dylan,19 King St,Male,13500,6030244
Eden38SunnysideAvFemale135007520312,Eden,38 Sunnyside Av,Female,13500,7520312
Egypt10/1311ToorakRdFemale135008847616,Egypt,10/1311 Toorak Rd,Female,13500,8847616
Elizabeth3/107WattleValleyRdMale16500008757866,Elizabeth,3/107 Wattle Valley Rd,Male,1650000,8757866
Emily3ABraesideAvFemale135007486822,Emily,3A Braeside Av,Female,13500,7486822
Emma15ButlerStMale135008250389,Emma,15 Butler St,Male,13500,8250389
Erin3/1CollingsStFemale135008540118,Erin,3/1 Collings St,Female,13500,8540118
Essence9DominicStMale135008045122,Essence,9 Dominic St,Male,13500,8045122
Eva19EllsworthCrFemale11750008263510,Eva,19 Ellsworth Cr,Female,1175000,8263510
Faith64FordhamAvFemale22400006397593,Faith,64 Fordham Av,Female,2240000,6397593
Fanta25GreenStMale135008466408,Fanta,25 Green St,Male,13500,8466408
Fatima22NetherwayStMale28600006853442,Fatima,22 Netherway St,Male,2860000,6853442
Fatou20OrrongCrFemale135006284884,Fatou,20 Orrong Cr,Female,13500,6284884
Fatoumata1RadnorStMale135008754378,Fatoumata,1 Radnor St,Male,13500,8754378
Gabriella81RowellAvFemale19100007522847,Gabriella,81 Rowell Av,Female,1910000,7522847
Gabrielle1/569CamberwellRdMale9500006589572,Gabrielle,1/569 Camberwell Rd,Male,950000,6589572
Genesis5GowarAvFemale22850006162797,Genesis,5 Gowar Av,Female,2285000,6162797
Grace9/43InglesbyRdMale6150007723943,Grace,9/43 Inglesby Rd,Male,615000,7723943
Hailey1/21KalangRdMale135008305914,Hailey,1/21 Kalang Rd,Male,13500,8305914
Hannah19LansellCrFemale19500007089258,Hannah,19 Lansell Cr,Female,1950000,7089258
Harmony89RadnorStMale19870007413746,Harmony,89 Radnor St,Male,1987000,7413746
Hawa3/28StodartStMale6830007586122,Hawa,3/28 Stodart St,Male,683000,7586122
Heaven2ThomasStMale16900006114022,Heaven,2 Thomas St,Male,1690000,6114022
Imani19/1295ToorakRdMale4300008820597,Imani,19/1295 Toorak Rd,Male,430000,8820597
Isabella3/926ToorakRdMale7170007221491,Isabella,3/926 Toorak Rd,Male,717000,7221491
Jada2WebsterStMale135008106347,Jada,2 Webster St,Male,13500,8106347
Jade1/1GlenIrisRdMale13000008814466,Jade,1/1 Glen Iris Rd,Male,1300000,8814466
Jaliyah1292ToorakRdMale135007827039,Jaliyah,1292 Toorak Rd,Male,13500,7827039
Janelle4/196WarrigalRdFemale135006339926,Janelle,4/196 Warrigal Rd,Female,13500,6339926
Janiya4BraesideAvFemale135006918663,Janiya,4 Braeside Av,Female,13500,6918663
Janiyah68HunterRdMale29500008897181,Janiyah,68 Hunter Rd,Male,2950000,8897181
Jasmine18RussellStMale26000008580593,Jasmine,18 Russell St,Male,2600000,8580593
Jayda19ThomasStMale23250006373001,Jayda,19 Thomas St,Male,2325000,6373001
Jayla551CamberwellRdMale135008306986,Jayla,551 Camberwell Rd,Male,13500,8306986
Jordyn2/4SevilleStMale135007936902,Jordyn,2/4 Seville St,Male,13500,7936902
Julia3/220WarrigalRdMale4350006152717,Julia,3/220 Warrigal Rd,Male,435000,6152717
Kai17GranvilleStMale135007600744,Kai,17 Granville St,Male,13500,7600744
Kaitlyn2OxfordStMale8920006305353,Kaitlyn,2 Oxford St,Male,892000,6305353
Kaliyah8StanhopeGrMale135007817455,Kaliyah,8 Stanhope Gr,Male,13500,7817455
Kamiyah14CallanishRdMale135007044359,Kamiyah,14 Callanish Rd,Male,13500,7044359
Kayla29FairfieldAvFemale31650008961903,Kayla,29 Fairfield Av,Female,3165000,8961903
Kaylee3/40GlenIrisRdFemale15500006260710,Kaylee,3/40 Glen Iris Rd,Female,1550000,6260710
Kelsey1/688InkermanRdFemale5220006717797,Kelsey,1/688 Inkerman Rd,Female,522000,6717797
Kendra14MarlboroughAvFemale33600007147862,Kendra,14 Marlborough Av,Female,3360000,7147862
Kennedy3/573RiversdaleRdMale9004008218089,Kennedy,3/573 Riversdale Rd,Male,900400,8218089
Kenya84BowenStMale135008219142,Kenya,84 Bowen St,Male,13500,8219142
Mathieu60HilbertRdMale8450007088257,Mathieu,60 Hilbert Rd,Male,845000,7088257
Lilou44AMoornaDrMale9310007859229,Lilou,44A Moorna Dr,Male,931000,7859229
Fanny130VictoryRdMale9120006476264,Fanny,130 Victory Rd,Male,912000,6476264
Quentin1DinsdaleStMale27200006703045,Quentin,1 Dinsdale St,Male,2720000,6703045
Enzo78HerbertStFemale135008925530,Enzo,78 Herbert St,Female,13500,8925530
Alexandre68MertonStMale135008995399,Alexandre,68 Merton St,Male,13500,8995399
Willian335MontagueStMale135007690192,Willian,335 Montague St,Male,13500,7690192
Theo127PageStMale20400006311871,Theo,127 Page St,Male,2040000,6311871
Matthieu1AReedStMale14060006048371,Matthieu,1A Reed St,Male,1406000,6048371
Jade46DerrimutStMale7400006523861,Jade,46 Derrimut St,Male,740000,6523861
Jessica1/56DerrimutStFemale4800007775385,Jessica,1/56 Derrimut St,Female,480000,7775385
Carla13SydneyStMale135006191445,Carla,13 Sydney St,Male,13500,6191445
Valentin18/20TalmageStFemale3460006957011,Valentin,18/20 Talmage St,Female,346000,6957011
Chiara16KelvinRdMale135006448340,Chiara,16 Kelvin Rd,Male,13500,6448340
Aurelien16ScullinStMale11650008597003,Aurelien,16 Scullin St,Male,1165000,8597003
Lorenzo28RoserDrMale6000007141115,Lorenzo,28 Roser Dr,Male,600000,7141115
Bastien39HatherleyGrMale9200008780025,Bastien,39 Hatherley Gr,Male,920000,8780025
Arthur34McIntoshRdMale9500006217991,Arthur,34 McIntosh Rd,Male,950000,6217991
Jade673BallaratRdMale135007780960,Jade,673 Ballarat Rd,Male,13500,7780960
Charlotte174ForrestStMale4800008064626,Charlotte,174 Forrest St,Male,480000,8064626
Maeva130SuspensionStMale6500006221310,Maeva,130 Suspension St,Male,650000,6221310
Lily4/51ArmadaleStFemale6225008980204,Lily,4/51 Armadale St,Female,622500,8980204
Gaetan25MunroStMale60500006338366,Gaetan,25 Munro St,Male,6050000,6338366
Thibault3NorthcoteRdMale18000008347091,Thibault,3 Northcote Rd,Male,1800000,8347091
Elisa2/38NorthcoteRdFemale135008939170,Elisa,2/38 Northcote Rd,Female,13500,8939170
Kim71/503OrrongRdFemale12500006878034,Kim,71/503 Orrong Rd,Female,1250000,6878034
Anais9/42WattletreeRdFemale3850007141606,Anais,9/42 Wattletree Rd,Female,385000,7141606
Jenny11/60WattletreeRdFemale8700008302943,Jenny,11/60 Wattletree Rd,Female,870000,8302943
Cesar17ElliottStMale16000006289296,Cesar,17 Elliott St,Male,1600000,6289296
Oceane20NorthStMale17880006909657,Oceane,20 North St,Male,1788000,6909657
Lea6/39SandownRdFemale5510006972308,Lea,6/39 Sandown Rd,Female,551000,6972308
Paul16ChamberlainStMale135008206842,Paul,16 Chamberlain St,Male,13500,8206842
Maelys37KarnakRdMale18700008351827,Maelys,37 Karnak Rd,Male,1870000,8351827
Anthony2/37MunroAvFemale13700007088095,Anthony,2/37 Munro Av,Female,1370000,7088095
Julia4SkyLaMale15950008729644,Julia,4 Sky La,Male,1595000,8729644
Danick55WarnerAvMale16200006163343,Danick,55 Warner Av,Male,1620000,6163343
Charles13WirrawayCtMale135008566788,Charles,13 Wirraway Ct,Male,13500,8566788
Mariana13MaroondahRdMale21000006223899,Mariana,13 Maroondah Rd,Male,2100000,6223899
Imanol2/2QueensPdeFemale7700007702631,Imanol,2/2 Queens Pde,Female,770000,7702631
Tina16WinbirraPdeMale11675006210421,Tina,16 Winbirra Pde,Male,1167500,6210421
Alexandre17WoolertStMale8960006723155,Alexandre,17 Woolert St,Male,896000,6723155
Anais1WuggaCtMale135008132193,Anais,1 Wugga Ct,Male,13500,8132193
Gabriel9LongbeachClMale7620008721441,Gabriel,9 Longbeach Cl,Male,762000,8721441
Carla26StationStMale9500006809283,Carla,26 Station St,Male,950000,6809283
Liv40ThreadneedleStMale8400006552517,Liv,40 Threadneedle St,Male,840000,6552517
Thomas3WiltonPlMale7140007371645,Thomas,3 Wilton Pl,Male,714000,7371645
Baptiste14HanleyStMale8650006222337,Baptiste,14 Hanley St,Male,865000,6222337
Kelyan43HanleyStMale7800008649380,Kelyan,43 Hanley St,Male,780000,8649380
Florence8HanleyStMale8010008831899,Florence,8 Hanley St,Male,801000,8831899
Alessandro6HoldenAvMale7025006668671,Alessandro,6 Holden Av,Male,702500,6668671
Alexandre45IntervaleDrMale9000007163269,Alexandre,45 Intervale Dr,Male,900000,7163269
Julie23RidleyAvMale7570007696745,Julie,23 Ridley Av,Male,757000,7696745
Julien68SkewesStMale4500006988584,Julien,68 Skewes St,Male,450000,6988584
Lucie36LerderdergStMale5450008018712,Lucie,36 Lerderderg St,Male,545000,8018712
Clemence1/5BlenheimStFemale11000006295289,Clemence,1/5 Blenheim St,Female,1100000,6295289
Lucas15OrangeGrMale22250008968275,Lucas,15 Orange Gr,Male,2225000,8968275
Mateo9/117WestburyStFemale6390008486191,Mateo,9/117 Westbury St,Female,639000,8486191
Andy108ABalwynRdMale10080008231348,Andy,108A Balwyn Rd,Male,1008000,8231348
Laura15EyreStMale135006070624,Laura,15 Eyre St,Male,13500,6070624
Hugo3GlenlussStMale24000006093246,Hugo,3 Glenluss St,Male,2400000,6093246
Lena36AGrosvenorPdeMale20050007519980,Lena,36A Grosvenor Pde,Male,2005000,7519980
Meava19HeadStMale33200008660103,Meava,19 Head St,Male,3320000,8660103
Ilona43HildaStMale135008976315,Ilona,43 Hilda St,Male,13500,8976315
Tony3MarockPlMale135008700681,Tony,3 Marock Pl,Male,13500,8700681
Yoan1/40NorthcoteAvFemale10600008900484,Yoan,1/40 Northcote Av,Female,1060000,8900484
Maxime3/9WeirStFemale135006049647,Maxime,3/9 Weir St,Female,13500,6049647
Angelina2/13WhitehorseRdFemale19000008196632,Angelina,2/13 Whitehorse Rd,Female,1900000,8196632
Solene9WhitehorseRdFemale18400007339207,Solene,9 Whitehorse Rd,Female,1840000,7339207
Nazeli22WinmaleeRdMale15600008654648,Nazeli,22 Winmalee Rd,Male,1560000,8654648
Fanny79YarrbatAvMale135007706899,Fanny,79 Yarrbat Av,Male,13500,7706899
